price,release_year,early_access,genres
4.99,2004,False,['Strategy']
14.99,2007,False,['RPG']
14.99,2002,False,['RPG']
4.99,2007,False,['Adventure']
9.99,1999,False,['Simulation']
9.99,1998,False,['Simulation']
4.99,2008,False,['Strategy']
9.99,2009,False,['Action']
6.99,2007,False,['Adventure']
6.99,2006,False,['Adventure']
6.99,2008,False,['Adventure']
6.99,2007,False,['Adventure']
0.0,2008,False,"['Casual', 'Indie']"
9.99,2009,False,"['Simulation', 'Sports']"
19.99,2009,False,['Adventure']
19.99,2009,False,['Action']
9.99,2007,False,"['Action', 'Adventure', 'Racing', 'Simulation', 'Strategy']"
5.99,1992,False,['Adventure']
5.99,2003,False,['Action']
9.99,2005,False,['Action']
5.99,1989,False,['Adventure']
19.99,2008,False,"['Action', 'Adventure']"
9.99,2009,False,['Adventure']
12.99,2008,False,['Strategy']
9.99,2009,False,"['Action', 'Racing']"
6.99,2009,False,['Adventure']
9.99,2006,False,['Sports']
19.99,2006,False,['Adventure']
19.99,2007,False,['Action']
19.99,2006,False,['Adventure']
7.99,2009,False,['Action']
9.99,2008,False,"['Action', 'Casual']"
6.99,2009,False,"['Simulation', 'Strategy']"
4.99,2009,False,['Casual']
9.99,2008,False,['Action']
9.99,2009,False,"['Action', 'Adventure']"
4.99,2009,False,['Action']
4.99,2009,False,"['Action', 'Indie']"
9.99,2003,False,"['Adventure', 'RPG']"
9.99,2009,False,"['Indie', 'Casual']"
9.99,1998,False,['RPG']
9.99,2001,False,['Strategy']
9.99,1999,False,['Action']
19.99,2009,False,['Adventure']
19.99,2009,False,['Casual']
9.99,2009,False,['Casual']
4.99,2009,False,"['Adventure', 'Indie']"
9.99,2005,False,['Action']
9.99,2009,False,"['Action', 'Racing']"
4.99,2009,False,['Strategy']
14.99,2009,False,['Simulation']
9.99,2009,False,['Simulation']
9.99,2009,False,"['Action', 'Adventure']"
19.99,2009,False,['Casual']
19.99,1999,False,['Casual']
2.99,2009,False,"['Adventure', 'Casual', 'Indie']"
24.99,2009,False,['Simulation']
9.99,2009,False,"['Adventure', 'Casual']"
19.99,2009,False,['Adventure']
19.99,2009,False,['Action']
17.99,2009,False,['Simulation']
9.99,2009,False,['Simulation']
19.99,2009,False,['Simulation']
9.99,2009,False,['RPG']
3.99,2009,False,['Casual']
9.99,2009,False,['Strategy']
9.99,2009,False,"['Adventure', 'Indie']"
9.99,2007,False,['Action']
19.99,2009,False,['Racing']
14.99,2009,False,['RPG']
19.99,2009,False,['Strategy']
19.99,2009,False,['Strategy']
4.99,2009,False,['Strategy']
9.99,2009,False,['Action']
14.99,2009,False,"['RPG', 'Strategy']"
9.99,2009,False,['Adventure']
4.99,2009,False,['Strategy']
19.99,2009,False,['Adventure']
4.99,2009,False,['Strategy']
4.99,2009,False,"['Action', 'Indie']"
9.99,2009,False,"['Action', 'RPG']"
9.99,2005,False,['Strategy']
9.99,2003,False,['Strategy']
14.99,2009,False,"['Action', 'Indie']"
9.99,2009,False,['Adventure']
19.99,2009,False,['RPG']
4.99,2009,False,"['Action', 'RPG', 'Indie']"
1.99,2009,False,"['Indie', 'Casual']"
9.99,2009,False,['Strategy']
19.99,2009,False,['Action']
19.99,2009,False,['Adventure']
4.99,2007,False,['RPG']
9.99,2008,False,['RPG']
14.99,2007,False,['Strategy']
4.99,2008,False,"['Indie', 'Casual']"
19.99,2009,False,['Strategy']
14.99,2009,False,"['Indie', 'Simulation', 'Strategy']"
9.99,2009,False,['Simulation']
9.99,2005,False,"['Action', 'Adventure', 'RPG']"
0.0,2009,False,['Action']
19.99,2009,False,['Action']
19.99,2009,False,['RPG']
5.99,2009,False,"['Strategy', 'Indie', 'Simulation']"
9.99,2007,False,['Simulation']
9.99,2008,False,['Simulation']
9.99,2009,False,['Simulation']
9.99,2009,False,"['Casual', 'Simulation']"
1.99,2009,False,['Casual']
19.99,2008,False,"['Action', 'Adventure']"
9.99,2010,False,"['Action', 'Indie', 'RPG']"
9.99,2009,False,['Simulation']
0.0,2010,False,"['Action', 'Free to Play', 'Indie']"
4.99,2008,False,['Casual']
9.99,2010,False,['Casual']
9.99,2009,False,['Casual']
4.99,2007,False,['Casual']
4.99,2009,False,['Casual']
6.99,2010,False,['Casual']
6.99,2010,False,"['Strategy', 'Casual']"
6.99,2010,False,"['Adventure', 'Casual']"
9.99,2010,False,['Strategy']
19.99,2010,False,['Adventure']
4.99,2010,False,"['Action', 'Indie', 'Racing']"
0.99,2010,False,['Strategy']
6.99,2010,False,['Action']
9.99,2007,False,['Casual']
7.49,2010,False,['Action']
9.99,2001,False,"['Action', 'Indie']"
19.99,2010,False,['Simulation']
19.99,2010,False,"['Action', 'RPG']"
4.99,2010,False,['Action']
4.99,2010,False,"['Action', 'Indie']"
9.99,2010,False,['Action']
19.99,2010,False,['Action']
4.99,2010,False,"['Action', 'Adventure']"
0.99,2010,False,['Indie']
9.99,2010,False,"['Action', 'Casual', 'Indie']"
19.99,2010,False,['Adventure']
9.99,2010,False,"['Simulation', 'Strategy']"
4.99,2010,False,['Simulation']
4.99,2010,False,"['Adventure', 'Indie']"
4.99,2003,False,['Action']
4.99,2001,False,['Action']
1.99,2010,False,"['Casual', 'Indie']"
9.99,2006,False,['Casual']
9.99,2008,False,"['Casual', 'Indie']"
2.99,2010,False,['Strategy']
6.99,2008,False,['Casual']
6.99,2009,False,['Casual']
6.99,2009,False,['Casual']
6.99,2007,False,['Casual']
6.99,2009,False,['Casual']
6.99,2010,False,['Casual']
6.99,2008,False,['Casual']
6.99,2007,False,['Casual']
6.99,2009,False,['Casual']
9.99,2010,False,"['Action', 'Adventure', 'Casual']"
14.99,2010,False,"['Action', 'Adventure']"
4.99,2010,False,"['Action', 'Indie']"
4.99,2010,False,['Casual']
19.99,2010,False,"['Action', 'Adventure']"
4.99,2010,False,"['Casual', 'Indie']"
2.99,2010,False,['Action']
2.99,2010,False,['Action']
61.99,2010,False,"['Action', 'Adventure', 'Casual', 'RPG']"
2.99,2010,False,['Action']
2.99,2010,False,['Action']
2.99,2010,False,['Strategy']
2.99,2010,False,['Action']
2.99,2010,False,['Action']
2.99,2010,False,['Action']
2.99,2010,False,['Action']
2.99,2010,False,['Action']
14.99,2010,False,"['Action', 'RPG']"
9.99,2010,False,['Action']
4.99,2010,False,['RPG']
0.99,2010,False,"['Strategy', 'Indie']"
4.99,2010,False,['RPG']
4.99,2010,False,['RPG']
4.99,2010,False,['RPG']
0.0,2010,False,['Action']
4.99,2010,False,['RPG']
19.99,2003,False,"['Simulation', 'Strategy']"
14.99,2010,False,"['Strategy', 'RPG']"
4.99,2010,False,"['Casual', 'Indie']"
9.99,2010,False,"['Action', 'Casual', 'Indie']"
3.99,2010,False,['Strategy']
9.99,2008,False,['RPG']
9.99,2010,False,['Action']
9.99,2010,False,"['Simulation', 'Strategy']"
0.99,2010,False,['Strategy']
19.99,2010,False,['Simulation']
4.99,2010,False,['Strategy']
29.99,2011,False,['Action']
4.99,2010,False,['Simulation']
9.99,2010,False,"['RPG', 'Casual']"
9.99,2010,False,['Action']
1.99,2010,False,['Indie']
1.99,2010,False,['Indie']
1.99,2010,False,['Indie']
2.99,2010,False,['Indie']
9.99,2010,False,['Strategy']
19.99,2010,False,['Simulation']
19.99,2010,False,['Strategy']
14.99,2010,False,"['Indie', 'Simulation', 'Strategy']"
8.99,2010,False,"['Action', 'Simulation', 'Strategy']"
19.99,2010,False,['Strategy']
1.99,2010,False,['Indie']
5.99,2010,False,['Action']
1.99,2010,False,['Action']
19.99,2010,False,['Simulation']
2.99,2010,False,['Action']
4.99,2002,False,['Strategy']
5.99,2010,False,['Adventure']
4.99,2010,False,['Casual']
9.99,2010,False,['Action']
1.99,2010,False,['Action']
4.99,2010,False,"['Action', 'Indie']"
3.99,2010,False,['Strategy']
19.99,2010,False,"['Action', 'Adventure', 'Indie']"
19.99,2010,False,"['RPG', 'Indie']"
3.99,2010,False,"['Action', 'Casual', 'Indie']"
2.99,2010,False,"['Action', 'Simulation']"
2.99,2010,False,['Action']
4.99,2010,False,['Simulation']
4.99,2010,False,"['Indie', 'Simulation']"
9.99,2010,False,"['Casual', 'Indie']"
14.99,2010,False,['Strategy']
2.99,2010,False,['Action']
14.99,2010,False,"['RPG', 'Strategy']"
4.99,2010,False,['Simulation']
29.99,2010,False,['Strategy']
4.99,2010,False,['Strategy']
9.99,2002,False,"['Action', 'Indie']"
9.99,2010,False,"['Indie', 'Strategy']"
2.99,2010,False,"['Action', 'Adventure']"
9.99,2010,False,['Action']
19.99,2010,False,"['Action', 'Adventure']"
4.99,1999,False,"['Simulation', 'Strategy']"
9.99,2010,False,['Strategy']
19.99,2007,False,"['Action', 'RPG', 'Massively Multiplayer']"
4.99,2000,False,"['Simulation', 'Strategy']"
9.99,2010,False,"['RPG', 'Strategy']"
7.99,2010,False,"['Adventure', 'Casual', 'Simulation']"
14.99,2010,False,"['Adventure', 'Casual', 'Indie', 'Simulation']"
9.99,2010,False,"['RPG', 'Strategy']"
5.99,2010,False,"['RPG', 'Strategy']"
19.99,2010,False,['Action']
9.99,2010,False,"['Indie', 'RPG', 'Strategy']"
19.99,2010,False,"['Action', 'Adventure']"
4.99,2010,False,"['Adventure', 'Casual', 'Indie']"
9.99,2010,False,"['Action', 'RPG']"
6.99,2010,False,"['Action', 'Casual', 'Indie']"
4.99,2010,False,"['Adventure', 'Indie']"
9.99,2010,False,"['Indie', 'Racing']"
4.99,2010,False,['Strategy']
14.99,2010,False,"['Action', 'Indie', 'RPG']"
2.99,2010,False,"['Action', 'Simulation']"
2.99,2010,False,['Casual']
2.99,2010,False,['RPG']
2.99,2010,False,['Action']
4.99,2010,False,"['Action', 'Adventure']"
2.99,2010,False,['Adventure']
2.99,2010,False,['Action']
2.99,2010,False,['Action']
9.99,2010,False,"['Action', 'Indie']"
9.99,2010,False,"['Action', 'Adventure', 'Indie']"
19.99,2010,False,['Action']
4.99,2010,False,"['Action', 'Casual']"
4.99,2010,False,"['RPG', 'Simulation', 'Strategy']"
9.99,2010,False,"['Action', 'Casual', 'Indie']"
1.99,2010,False,"['Simulation', 'Strategy']"
4.99,2010,False,['Casual']
4.99,2010,False,"['Adventure', 'Indie']"
1.99,2010,False,['Strategy']
3.99,2010,False,['Action']
9.99,2010,False,['Action']
6.99,2009,False,['Casual']
12.99,2010,False,['Adventure']
4.99,2007,False,"['Casual', 'Indie']"
9.99,2010,False,"['Strategy', 'Indie']"
39.99,2010,False,['Action']
0.99,2010,False,"['Indie', 'Casual']"
4.99,2010,False,"['Casual', 'Indie']"
4.99,2010,False,"['Action', 'Adventure', 'Strategy']"
1.99,2010,False,"['Indie', 'Casual']"
9.99,2010,False,"['Action', 'Adventure', 'Strategy']"
4.99,2010,False,"['Casual', 'Indie']"
19.99,2010,False,['Adventure']
9.99,2002,False,['Action']
14.99,2005,False,['Action']
3.49,2011,False,"['Action', 'Adventure']"
3.49,2011,False,"['Action', 'Adventure']"
3.49,2011,False,"['Action', 'Adventure']"
3.49,2011,False,"['Action', 'Adventure']"
9.99,2003,False,['Action']
9.99,2011,False,"['Action', 'Indie']"
4.99,2011,False,"['Action', 'Indie']"
14.99,2011,False,"['Action', 'Indie', 'Strategy']"
19.99,2011,False,['Action']
9.99,2011,False,"['Adventure', 'Casual']"
4.99,2011,False,['Adventure']
4.99,2011,False,"['Action', 'Strategy', 'Indie', 'Sports']"
9.99,2011,False,"['Action', 'Adventure', 'Casual']"
2.99,2011,False,['Action']
2.99,2011,False,['RPG']
2.99,2011,False,['RPG']
2.99,2011,False,['RPG']
2.99,2011,False,['Action']
4.99,2011,False,['Adventure']
2.99,2011,False,['Action']
4.99,2011,False,"['Action', 'Adventure']"
2.99,2011,False,['Action']
2.99,2011,False,['RPG']
2.99,2011,False,['RPG']
19.99,2009,False,['Simulation']
3.99,2011,False,['Simulation']
19.99,2010,False,['Simulation']
19.99,2009,False,['Simulation']
19.99,2010,False,['Simulation']
19.99,2010,False,['Simulation']
19.99,2010,False,['Simulation']
4.99,2011,False,"['Casual', 'Indie']"
14.99,2011,False,['Casual']
19.99,2011,False,['Simulation']
5.99,2011,False,"['Action', 'Casual', 'Indie']"
5.99,2011,False,"['Adventure', 'Casual']"
2.99,2011,False,['Strategy']
19.99,2011,False,['RPG']
19.99,2011,False,['Racing']
3.99,2011,False,['RPG']
6.99,2011,False,"['Strategy', 'Indie', 'Simulation']"
3.99,2011,False,['Strategy']
9.99,2011,False,"['RPG', 'Strategy']"
4.99,2011,False,"['Indie', 'Strategy']"
19.99,2011,False,['RPG']
9.99,2011,False,['Strategy']
4.99,2011,False,"['Casual', 'Strategy']"
9.99,2011,False,"['Action', 'Indie']"
19.99,2011,False,['Action']
9.99,2011,False,"['Casual', 'Indie', 'Simulation', 'Strategy']"
2.99,2011,False,['Indie']
0.99,2011,False,['Strategy']
2.99,2011,False,['Strategy']
0.99,2011,False,['Strategy']
0.99,2011,False,['Strategy']
0.0,2013,False,"['Free to Play', 'Massively Multiplayer', 'RPG']"
29.99,2011,False,['Strategy']
3.99,2011,False,"['Indie', 'Casual']"
2.99,2011,False,['Strategy']
9.99,2011,False,['Action']
3.99,2011,False,['Simulation']
3.99,2011,False,['Simulation']
6.99,2011,False,['Strategy']
3.99,2011,False,['Racing']
9.99,2011,False,"['Action', 'Indie', 'Strategy']"
14.99,2010,False,['Strategy']
9.99,2011,False,['Strategy']
3.99,2011,False,"['Strategy', 'RPG']"
9.99,2011,False,"['Action', 'Indie']"
9.99,2011,False,['Strategy']
19.99,2011,False,"['Action', 'Adventure']"
4.99,2011,False,"['Action', 'RPG']"
9.99,2011,False,"['Action', 'Casual', 'Indie', 'Strategy']"
19.99,2011,False,['Strategy']
2.99,2011,False,['Strategy']
9.99,2011,False,['Strategy']
2.99,2011,False,['Strategy']
24.99,2011,False,"['Indie', 'Strategy']"
2.99,2011,False,['Strategy']
4.99,2011,False,"['Adventure', 'Indie', 'RPG']"
4.99,2011,False,"['Action', 'Adventure']"
9.99,2011,False,"['Adventure', 'Casual', 'Indie']"
19.99,2011,False,['Simulation']
5.99,2011,False,['Simulation']
0.99,2011,False,"['Action', 'RPG']"
1.99,2011,False,"['Action', 'Adventure']"
7.99,2009,False,['Adventure']
7.99,2005,False,['Adventure']
14.99,2011,False,['Action']
14.99,2011,False,"['Action', 'RPG']"
19.99,2011,False,['Action']
0.0,2011,False,"['Action', 'Free to Play']"
0.0,2009,False,"['Free to Play', 'Massively Multiplayer', 'RPG']"
0.0,2011,False,"['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']"
9.99,2011,False,['Strategy']
3.99,2011,False,['Simulation']
9.99,2011,False,['Strategy']
0.0,2011,False,['Indie']
19.99,2011,False,['Strategy']
9.99,2011,False,"['Indie', 'Casual']"
4.99,2011,False,"['Action', 'Casual', 'Indie']"
5.99,2011,False,"['Strategy', 'Indie']"
9.99,2011,False,"['Indie', 'Casual']"
9.99,2011,False,['Strategy']
9.99,2011,False,['Strategy']
2.99,2011,False,"['Action', 'RPG']"
9.99,2011,False,['Strategy']
19.99,2011,False,['Action']
1.99,2011,False,"['Action', 'RPG']"
1.99,2011,False,"['Action', 'RPG']"
19.99,2011,False,['Simulation']
1.99,2011,False,"['Action', 'RPG']"
1.99,2011,False,['Strategy']
14.99,2011,False,"['Action', 'RPG']"
3.99,2011,False,['Racing']
6.99,2011,False,['Simulation']
1.99,2011,False,['Strategy']
4.99,2011,False,['Strategy']
4.99,2011,False,['Strategy']
4.99,2011,False,['Strategy']
4.99,2011,False,['Strategy']
2.99,2011,False,"['Strategy', 'RPG']"
4.99,2011,False,['Strategy']
9.99,2011,False,"['Adventure', 'Casual']"
7.99,2011,False,['Action']
3.99,2011,False,['Strategy']
0.99,2011,False,"['Action', 'Adventure', 'Indie']"
4.99,2011,False,"['Action', 'RPG']"
6.99,2011,False,['Strategy']
4.99,2011,False,"['Indie', 'Casual']"
8.99,2011,False,['Simulation']
0.99,2011,False,['Action']
9.99,2011,False,"['Adventure', 'Indie', 'RPG']"
1.99,2011,False,['Strategy']
1.99,2011,False,"['Action', 'Indie']"
0.99,2011,False,"['Adventure', 'Strategy', 'RPG', 'Indie']"
0.99,2011,False,"['Action', 'Indie']"
2.99,2011,False,['Simulation']
6.99,2010,False,['Adventure']
4.99,2011,False,"['Action', 'Simulation', 'Strategy']"
1.99,2011,False,"['Casual', 'Indie']"
14.99,2011,False,"['Simulation', 'Strategy']"
6.99,2011,False,['Adventure']
6.99,2010,False,['Adventure']
6.99,2011,False,"['Indie', 'Casual']"
3.99,2011,False,['Strategy']
6.99,2011,False,"['Action', 'Indie']"
4.99,2011,False,['Strategy']
4.99,2011,False,['Strategy']
9.99,2011,False,['Indie']
4.99,2011,False,['Indie']
9.99,2011,False,"['Action', 'Indie', 'RPG', 'Strategy']"
3.99,2011,False,['Action']
2.99,2011,False,['Action']
3.99,2011,False,['Action']
6.99,2011,False,['Strategy']
4.99,2011,False,"['Action', 'RPG']"
0.0,2011,False,"['Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'Strategy']"
14.99,2011,False,"['Action', 'Adventure', 'RPG']"
29.99,2011,False,['Action']
7.99,2011,False,['Strategy']
14.99,2012,False,"['Action', 'Indie']"
3.99,2011,False,['Strategy']
9.99,2011,False,"['Action', 'Indie']"
9.99,2011,False,"['Action', 'Indie', 'Racing', 'Strategy']"
19.99,2011,False,"['Action', 'Massively Multiplayer', 'Simulation']"
9.99,2011,False,"['Action', 'Adventure']"
5.99,2011,False,['Simulation']
4.99,2011,False,['Strategy']
9.99,2011,False,"['RPG', 'Simulation', 'Strategy']"
4.99,2011,False,"['Action', 'Indie']"
6.99,2010,False,['Adventure']
9.99,2011,False,['RPG']
4.99,2011,False,"['Action', 'Indie']"
9.99,2011,False,['Action']
19.99,2011,False,"['RPG', 'Strategy']"
14.99,2011,False,['Strategy']
4.99,2011,False,"['Action', 'Adventure', 'Indie', 'RPG']"
6.99,2011,False,['Simulation']
4.99,2011,False,"['Racing', 'Simulation']"
14.99,2007,False,['Strategy']
18.99,2011,False,"['Strategy', 'Indie', 'Casual', 'Simulation']"
1.99,2011,False,"['Action', 'Racing']"
2.99,2011,False,"['Strategy', 'Indie', 'Casual', 'Simulation']"
4.99,2011,False,"['Strategy', 'Indie', 'Casual', 'Simulation']"
1.99,2011,False,['Action']
5.99,2011,False,"['Action', 'Simulation']"
3.99,2011,False,"['Strategy', 'Indie', 'Casual', 'Simulation']"
19.99,2011,False,"['Action', 'Adventure']"
1.99,2011,False,"['Action', 'Adventure', 'RPG']"
14.99,2011,False,['Strategy']
0.0,2011,False,"['Casual', 'Simulation', 'Strategy']"
8.99,2011,False,['Simulation']
9.99,2011,False,"['Adventure', 'Casual', 'RPG']"
